corpus_id,case_id,source_id,family,crop_tag,crop_x,crop_y,hr_width,hr_height,lr_width,lr_height,scale,input_protocol,reference_path,input_path,sha256_reference,sha256_input
PTAR-PERCEPTUAL-V1-B-GRID,SKI-GRAVEL-B,SKI-GRAVEL,repeated_texture,B,112,112,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-GRAVEL-B_HR.png,input_lr/SKI-GRAVEL-B_LR.png,f82e95acf24cc5c2be1f66869539daabdf76986e65e6af625b838a22f71b87b3,46720e01955e6ace5f18793be568a107bb70637d1e6bd9a93bb59ba6cfe68069
PTAR-PERCEPTUAL-V1-B-GRID,SKI-GRAVEL-C,SKI-GRAVEL,repeated_texture,C,202,190,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-GRAVEL-C_HR.png,input_lr/SKI-GRAVEL-C_LR.png,f385b9f8752da161170b8ae4c1489a4bdf527665166cbc3755bbb76b193fcd38,00138a99409798b45f70f89236082a6ad7f41684dbc8251f064c6a7807f2b191
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HORSE-A,SKI-HORSE,silhouette_edge,A,11,6,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HORSE-A_HR.png,input_lr/SKI-HORSE-A_LR.png,b5064ee60e5f01df1a780d2c0829a6bbd2c74315f356ebcefa67315f3f93b207,1393dddeb520e11a98c5f792317360985386bc6340c8c2b8241f48dfe28c52d7
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HORSE-B,SKI-HORSE,silhouette_edge,B,56,20,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HORSE-B_HR.png,input_lr/SKI-HORSE-B_LR.png,d6cc86a5cfff04c45be9e20aca3546a08ee35a64b2ebe9b5030e67d22f9e6124,ca7275578fb5d74fae594f68baf1a13b1b7e96bf2e95511e30ef62763d3a5b60
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HORSE-C,SKI-HORSE,silhouette_edge,C,101,34,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HORSE-C_HR.png,input_lr/SKI-HORSE-C_LR.png,4bd1dca8a2c172b1ce405ae4f7f65c65e290c7e92d31e9251a081d445e44a441,17795798be71bbd1a39a190832c1294d434c073d29965a4035c974e4bf63dc3f
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HUBBLE_DEEP_FIELD-A,SKI-HUBBLE_DEEP_FIELD,mixed_frequency,A,71,88,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HUBBLE_DEEP_FIELD-A_HR.png,input_lr/SKI-HUBBLE_DEEP_FIELD-A_LR.png,e761deb24a3c6cf021450085ab5f3d42bdbef064e3f12f9f04fbaf02bb415f04,bfe38ef50e8bb33d73867e425d68483432c1d8d293240998759e1701a78150ab
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HUBBLE_DEEP_FIELD-B,SKI-HUBBLE_DEEP_FIELD,mixed_frequency,B,356,292,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HUBBLE_DEEP_FIELD-B_HR.png,input_lr/SKI-HUBBLE_DEEP_FIELD-B_LR.png,8b808cc69df8b19d6b9b1c4bc824a724403894ab3f7d2d407a468a0c08ca5084,f660a37d28e1dfd1b43192dcd933793d2fb3366715b3ed5830a238ea14952f98
PTAR-PERCEPTUAL-V1-B-GRID,SKI-HUBBLE_DEEP_FIELD-C,SKI-HUBBLE_DEEP_FIELD,mixed_frequency,C,641,496,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-HUBBLE_DEEP_FIELD-C_HR.png,input_lr/SKI-HUBBLE_DEEP_FIELD-C_LR.png,ac44f044c26c6a93190d1c1e888071432a9024b15f029e86c5ecf03f8886d0ad,e97137dc58bc0bc81465b814852888e9b45775fb2cc907616c0a47e7624b3a36
PTAR-PERCEPTUAL-V1-B-GRID,SKI-RETINA-A,SKI-RETINA,natural_scientific,A,112,168,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-RETINA-A_HR.png,input_lr/SKI-RETINA-A_LR.png,1ce0151eb640eaff76d67aa533831e81377435f45908c4ae20b40b4285bc9309,1572f88b7ddb1099f65216c8e7a9159c84f253b0667cff5fa18fe9756eb378ef
PTAR-PERCEPTUAL-V1-B-GRID,SKI-RETINA-B,SKI-RETINA,natural_scientific,B,562,562,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-RETINA-B_HR.png,input_lr/SKI-RETINA-B_LR.png,d7501e9e03d26be20b715e146f4b09516f3e7d2e45e8f2b3915815eeca729378,8963d3139d7304e4951210268425cb16590416814f28321c01b8dc1bbd130356
PTAR-PERCEPTUAL-V1-B-GRID,SKI-RETINA-C,SKI-RETINA,natural_scientific,C,1011,955,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-RETINA-C_HR.png,input_lr/SKI-RETINA-C_LR.png,f8b554b87b202637307fd49106398a98ab8c256e02a69344e557a41f43c3a457,9288310d3337d2b0106cb8fcc99b6ea8c19a8c453ddd30a38056cbaed4c8a719
PTAR-PERCEPTUAL-V1-B-GRID,SKI-ROCKET-A,SKI-ROCKET,natural_edges,A,35,21,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-ROCKET-A_HR.png,input_lr/SKI-ROCKET-A_LR.png,d345aa2bc92280d4a8bb975b359dd2039816e8bb6df8334e33910697eceec0aa,07562138d96e6e8d6e6523005b2753fcaa65694e2eb7f9ffe9ea2d8453bd89cf
PTAR-PERCEPTUAL-V1-B-GRID,SKI-ROCKET-B,SKI-ROCKET,natural_edges,B,176,70,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-ROCKET-B_HR.png,input_lr/SKI-ROCKET-B_LR.png,59a538fd6b408b22d7f585e32acf97081ceeecf427e6f6b033b98ca6175da7e8,e69ca96b42e3d69cedbe9965f2412738ff02c9ef1c0c8ed59d43687cbcf07669
PTAR-PERCEPTUAL-V1-B-GRID,SKI-ROCKET-C,SKI-ROCKET,natural_edges,C,317,118,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/SKI-ROCKET-C_HR.png,input_lr/SKI-ROCKET-C_LR.png,fa3c7ffcb4aa1b8047e7e3a1c81c9ba956d41894049aa8e924e2e760dfa9ec1e,b0affec68b057505e72ade1c7616f2639186ee2059f548887dde784cf69420ca
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-CHECKER-A,PTAR-GEN-CHECKER,raster_repeated,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-CHECKER-A_HR.png,input_lr/PTAR-GEN-CHECKER-A_LR.png,7e9ab821d043df927455328fc5b844062126fa6b863241a00852fab23d7f7033,bd07c0a61db608759e4933bd7895d86699f456962118e6e048a5677705858e66
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-CHECKER-B,PTAR-GEN-CHECKER,raster_repeated,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-CHECKER-B_HR.png,input_lr/PTAR-GEN-CHECKER-B_LR.png,67b5654944772bdc82780b207d8967bdc577ec37e0d53ddcfbb12b3b203c4121,eb4636ec75a6301ec7bb0ddcaeed919b8e2c5d5291a60992d2cf76de4823a4e3
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-CHECKER-C,PTAR-GEN-CHECKER,raster_repeated,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-CHECKER-C_HR.png,input_lr/PTAR-GEN-CHECKER-C_LR.png,7909869aec7ab26d40068660b80ffb0a7ab3304bec300bcee400dd709c4c8ef1,2588af5a6a6f71d76b706f7909f733d77fc3ba2b623aba7fd038b72000248ec3
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-DIAGONAL_LINES-A,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-DIAGONAL_LINES-A_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-A_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,a733b4e122925fdbe3dafc34069b350190cfb2cedd115313ec7066724f2b4674
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-DIAGONAL_LINES-B,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-DIAGONAL_LINES-B_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-B_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,a733b4e122925fdbe3dafc34069b350190cfb2cedd115313ec7066724f2b4674
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-DIAGONAL_LINES-C,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-DIAGONAL_LINES-C_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-C_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,a733b4e122925fdbe3dafc34069b350190cfb2cedd115313ec7066724f2b4674
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-RINGS-A,PTAR-GEN-RINGS,curves_high_frequency,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-RINGS-A_HR.png,input_lr/PTAR-GEN-RINGS-A_LR.png,e1a1b4267416cd576ab1877b838354a0125119415c652b83af471e5a3a9cc08e,807a7c9728d8722167e86625c410cb842192fb8498bb8e3ef1c6c516ccb76155
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-RINGS-B,PTAR-GEN-RINGS,curves_high_frequency,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-RINGS-B_HR.png,input_lr/PTAR-GEN-RINGS-B_LR.png,f84a6228e91192e99be5211dd19e3458ff3ad4d82c7fd86e0578760881a62596,03de237950584c2daaab688361792fd78025735e778801b1f00c30155b43cafc
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-RINGS-C,PTAR-GEN-RINGS,curves_high_frequency,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-RINGS-C_HR.png,input_lr/PTAR-GEN-RINGS-C_LR.png,63d46647fe5156cd776f07dc9523f28b64f416124bb56fffb7d9eadc57ca09b4,c052468ba2efd51c5d12083ad2ee108478beea7c414337cae8b0cbe3f9f6c034
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-PIXELART-A,PTAR-GEN-PIXELART,pixel_art,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-PIXELART-A_HR.png,input_lr/PTAR-GEN-PIXELART-A_LR.png,55edf955d4554be06ca25086ac2a611b036198d0a4c4412aac84440cc4095e4f,b0cf1a8c4451a47cdd8b95d1fe77ef4ad1349004a4beb569f8bcac5e10b44ca2
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-PIXELART-B,PTAR-GEN-PIXELART,pixel_art,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-PIXELART-B_HR.png,input_lr/PTAR-GEN-PIXELART-B_LR.png,7dd88472f168e5a442a5d7ac2e9ddca2a08df371a3762e16a18848a05ad4e39f,041d1771c9191c4c985b5b6e28932d829c73299c4766363defe75e878370df01
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-PIXELART-C,PTAR-GEN-PIXELART,pixel_art,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-PIXELART-C_HR.png,input_lr/PTAR-GEN-PIXELART-C_LR.png,2d0f435a4125d8ac5670c5a6419721186ef7a965552339ff65f14f876be2fa3d,aba8d2d7341d3694334c3b4307dbc6ae5e14fffbbdd83121c7f2053a167e7bd9
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-UI_TEXT-A,PTAR-GEN-UI_TEXT,ui_text,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-UI_TEXT-A_HR.png,input_lr/PTAR-GEN-UI_TEXT-A_LR.png,9a736cacf2503f7bc50b84bcc9cfc4aa4fdb24315ec57d6ed3dfe493ace7bf3b,de9c4722280a27b538d564e368eab5462268b5f74154c7c03289144ab81a4ab2
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-UI_TEXT-B,PTAR-GEN-UI_TEXT,ui_text,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-UI_TEXT-B_HR.png,input_lr/PTAR-GEN-UI_TEXT-B_LR.png,c9db40a930d8acef0a2abda50641e235cc139c40ad0cc5610cba5f991c486fa7,6f0830678a58c92a3193743fb73627b89a402897c1686447e1761bfd71fc5f25
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-UI_TEXT-C,PTAR-GEN-UI_TEXT,ui_text,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-UI_TEXT-C_HR.png,input_lr/PTAR-GEN-UI_TEXT-C_LR.png,64c5bb3cc13d9987790a27df78e75a4b43c858192ca34bf5f15ebe88861fe37c,1280216524ab8fce3f9b143d2cfac8ea6a89cd1d1d93b5143eaee1499722f0df
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-FREQUENCY_MIX-A,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,A,29,43,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-FREQUENCY_MIX-A_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-A_LR.png,308c3aef4975d416c22ba35bb6c0d132367741bd2b58614dc72e71ab419decc6,ec3e294ee1b344d503e814c234c32d93e15c2d7cef1bb98cd62050b9065cac46
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-FREQUENCY_MIX-B,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,B,144,144,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-FREQUENCY_MIX-B_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-B_LR.png,dc88cb991a3eba8045e205508b8a620b49ef2a648f14364706fcb51152276304,e031c12bfe424dfda9d18b989e1f533b0931d090cfa771cdd670254c348232ab
PTAR-PERCEPTUAL-V1-B-GRID,PTAR-GEN-FREQUENCY_MIX-C,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,C,259,245,288,288,192,192,1.5,PTAR_GRID_LANCZOS3_V1_SCALE1P5_ORIGIN0,reference_hr/PTAR-GEN-FREQUENCY_MIX-C_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-C_LR.png,cd7f716001409b99fb42d7a7de73c8a913a064884d33e9e80b12f5993c1181d7,a9e7b129ba60cae1e86eedfe1cce47d917fe26c75c6f6ca393c660761cdeef35
