corpus_id,case_id,source_id,family,crop_tag,crop_x,crop_y,hr_width,hr_height,lr_width,lr_height,scale,input_protocol,reference_path,input_path,sha256_reference,sha256_input
PTAR-PERCEPTUAL-V1-A,SKI-HUBBLE_DEEP_FIELD-C,SKI-HUBBLE_DEEP_FIELD,mixed_frequency,C,641,496,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-HUBBLE_DEEP_FIELD-C_HR.png,input_lr/SKI-HUBBLE_DEEP_FIELD-C_LR.png,ac44f044c26c6a93190d1c1e888071432a9024b15f029e86c5ecf03f8886d0ad,02ae90888ec43664387fe8dfe56c00528bb9ce22eb559ce7c971cbdeb71ecd41
PTAR-PERCEPTUAL-V1-A,SKI-RETINA-A,SKI-RETINA,natural_scientific,A,112,168,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-RETINA-A_HR.png,input_lr/SKI-RETINA-A_LR.png,1ce0151eb640eaff76d67aa533831e81377435f45908c4ae20b40b4285bc9309,4e0b85784c2555fb61723b9a58406f46489ecd38e7f04ce223117ed7ffb41901
PTAR-PERCEPTUAL-V1-A,SKI-RETINA-B,SKI-RETINA,natural_scientific,B,562,562,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-RETINA-B_HR.png,input_lr/SKI-RETINA-B_LR.png,d7501e9e03d26be20b715e146f4b09516f3e7d2e45e8f2b3915815eeca729378,cf250c141c25581d640f8b2b2c26acb59e9c946748fa272f1c493354c4ab5071
PTAR-PERCEPTUAL-V1-A,SKI-RETINA-C,SKI-RETINA,natural_scientific,C,1011,955,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-RETINA-C_HR.png,input_lr/SKI-RETINA-C_LR.png,f8b554b87b202637307fd49106398a98ab8c256e02a69344e557a41f43c3a457,31956ef44393bb5cad1d6a04512997df2bd818b5afb6b198e98148b44e318604
PTAR-PERCEPTUAL-V1-A,SKI-ROCKET-A,SKI-ROCKET,natural_edges,A,35,21,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-ROCKET-A_HR.png,input_lr/SKI-ROCKET-A_LR.png,d345aa2bc92280d4a8bb975b359dd2039816e8bb6df8334e33910697eceec0aa,61d5e544a57f05e6a4aca41a81fa0f15c7eca23a0d8d9b74ce31384b8364c4b7
PTAR-PERCEPTUAL-V1-A,SKI-ROCKET-B,SKI-ROCKET,natural_edges,B,176,70,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-ROCKET-B_HR.png,input_lr/SKI-ROCKET-B_LR.png,59a538fd6b408b22d7f585e32acf97081ceeecf427e6f6b033b98ca6175da7e8,a700f70d324dbd60486d3c9d224927504370b8bd20bf1b1a281fa1cde38c207b
PTAR-PERCEPTUAL-V1-A,SKI-ROCKET-C,SKI-ROCKET,natural_edges,C,317,118,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/SKI-ROCKET-C_HR.png,input_lr/SKI-ROCKET-C_LR.png,fa3c7ffcb4aa1b8047e7e3a1c81c9ba956d41894049aa8e924e2e760dfa9ec1e,c906bf6bddbf3112b5a4a44886d672e730fe8ae28c811cc5597a68345e7d5242
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-CHECKER-A,PTAR-GEN-CHECKER,raster_repeated,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-CHECKER-A_HR.png,input_lr/PTAR-GEN-CHECKER-A_LR.png,7e9ab821d043df927455328fc5b844062126fa6b863241a00852fab23d7f7033,543462835c7ab84ed1a54aca8769fc35c0dfeb625b58fa4f5d195f7ce13c0561
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-CHECKER-B,PTAR-GEN-CHECKER,raster_repeated,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-CHECKER-B_HR.png,input_lr/PTAR-GEN-CHECKER-B_LR.png,67b5654944772bdc82780b207d8967bdc577ec37e0d53ddcfbb12b3b203c4121,ebe7898a9d69d3c5c93451e1dcd77b395b1261bef079fb50c570f61b11273098
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-CHECKER-C,PTAR-GEN-CHECKER,raster_repeated,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-CHECKER-C_HR.png,input_lr/PTAR-GEN-CHECKER-C_LR.png,7909869aec7ab26d40068660b80ffb0a7ab3304bec300bcee400dd709c4c8ef1,ef8b32f2dd306538bf90ad7c39945790615c296b5e1c02b96af6f7d94eca4ed1
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-DIAGONAL_LINES-A,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-DIAGONAL_LINES-A_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-A_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,360235123c4e640d2ef7409c9c155f7ac41adc47631d1f7a3f017961644a9317
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-DIAGONAL_LINES-B,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-DIAGONAL_LINES-B_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-B_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,360235123c4e640d2ef7409c9c155f7ac41adc47631d1f7a3f017961644a9317
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-DIAGONAL_LINES-C,PTAR-GEN-DIAGONAL_LINES,thin_oblique_edges,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-DIAGONAL_LINES-C_HR.png,input_lr/PTAR-GEN-DIAGONAL_LINES-C_LR.png,1d58fd5ec24516d0a0496dbc1aff41e030cb1a503841729e5eeaca3dbefdd252,360235123c4e640d2ef7409c9c155f7ac41adc47631d1f7a3f017961644a9317
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-RINGS-A,PTAR-GEN-RINGS,curves_high_frequency,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-RINGS-A_HR.png,input_lr/PTAR-GEN-RINGS-A_LR.png,e1a1b4267416cd576ab1877b838354a0125119415c652b83af471e5a3a9cc08e,40a0abc0a02003fe6041cc0a5dab3763c64aad8cb101f9d6d84f51cc47f7c283
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-RINGS-B,PTAR-GEN-RINGS,curves_high_frequency,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-RINGS-B_HR.png,input_lr/PTAR-GEN-RINGS-B_LR.png,f84a6228e91192e99be5211dd19e3458ff3ad4d82c7fd86e0578760881a62596,d0e86d10b73a17703ea08901833fff49d38aadd4d86b36c908d377ae55c1c83b
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-RINGS-C,PTAR-GEN-RINGS,curves_high_frequency,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-RINGS-C_HR.png,input_lr/PTAR-GEN-RINGS-C_LR.png,63d46647fe5156cd776f07dc9523f28b64f416124bb56fffb7d9eadc57ca09b4,7a2d8ea371aafc43d8efe64261586bc93e9302786d5257bfa612fc6c5edbe535
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-PIXELART-A,PTAR-GEN-PIXELART,pixel_art,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-PIXELART-A_HR.png,input_lr/PTAR-GEN-PIXELART-A_LR.png,55edf955d4554be06ca25086ac2a611b036198d0a4c4412aac84440cc4095e4f,743c2739e05ee1099e0b04b2da22a11501ee2a291453888dd36dfe704d28e07a
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-PIXELART-B,PTAR-GEN-PIXELART,pixel_art,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-PIXELART-B_HR.png,input_lr/PTAR-GEN-PIXELART-B_LR.png,7dd88472f168e5a442a5d7ac2e9ddca2a08df371a3762e16a18848a05ad4e39f,5facb2936af758af39f908fc9d8d9e2c40d70ef56a1f91205f7be1097c1cde40
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-PIXELART-C,PTAR-GEN-PIXELART,pixel_art,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-PIXELART-C_HR.png,input_lr/PTAR-GEN-PIXELART-C_LR.png,2d0f435a4125d8ac5670c5a6419721186ef7a965552339ff65f14f876be2fa3d,0bc0df8c7b6f019919d0a0174e705a3a73509bb6ed7269201055c1a06c7688a6
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-UI_TEXT-A,PTAR-GEN-UI_TEXT,ui_text,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-UI_TEXT-A_HR.png,input_lr/PTAR-GEN-UI_TEXT-A_LR.png,9a736cacf2503f7bc50b84bcc9cfc4aa4fdb24315ec57d6ed3dfe493ace7bf3b,59da30cd8178051c9cf0796ce5df3e34b2a9bdc35f1ffb3a342931d1607d7e4d
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-UI_TEXT-B,PTAR-GEN-UI_TEXT,ui_text,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-UI_TEXT-B_HR.png,input_lr/PTAR-GEN-UI_TEXT-B_LR.png,c9db40a930d8acef0a2abda50641e235cc139c40ad0cc5610cba5f991c486fa7,2973038108363230fcce8747923b770965cb63e2b0cb7b1fd4eba7dea8728295
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-UI_TEXT-C,PTAR-GEN-UI_TEXT,ui_text,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-UI_TEXT-C_HR.png,input_lr/PTAR-GEN-UI_TEXT-C_LR.png,64c5bb3cc13d9987790a27df78e75a4b43c858192ca34bf5f15ebe88861fe37c,d3361eb62ef9cabd9c2510f39fcf33971f905fbc2c03ec3f1e9fd0bcf845a5cf
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-FREQUENCY_MIX-A,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,A,29,43,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-FREQUENCY_MIX-A_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-A_LR.png,308c3aef4975d416c22ba35bb6c0d132367741bd2b58614dc72e71ab419decc6,93690be8bc00c58f560a3bea1c754ebabbd9482c7a9a98ccc4fc4bb24bb508bb
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-FREQUENCY_MIX-B,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,B,144,144,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-FREQUENCY_MIX-B_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-B_LR.png,dc88cb991a3eba8045e205508b8a620b49ef2a648f14364706fcb51152276304,1b98cb8e92781b7127ceb301aed5467727ac6ee976c9dd08a44160d7b3542113
PTAR-PERCEPTUAL-V1-A,PTAR-GEN-FREQUENCY_MIX-C,PTAR-GEN-FREQUENCY_MIX,mixed_frequency_synthetic,C,259,245,288,288,192,192,1.5,SKIMAGE_RESIZE_ORDER3_AA_TRUE_SRGB_CODE_VALUES,reference_hr/PTAR-GEN-FREQUENCY_MIX-C_HR.png,input_lr/PTAR-GEN-FREQUENCY_MIX-C_LR.png,cd7f716001409b99fb42d7a7de73c8a913a064884d33e9e80b12f5993c1181d7,981b6b86ffdb97c6ab688820d6c46007badc8dbb40fb0f23cf631f8ba547ba3f
